gene	value_type	with_depth	contrast	estimate	SE	df	t.ratio	p.value	sd_study	sd_residual	study_dominated	n_units	n_donors	p_BH_across_genes
HSPG2	expr	TRUE	Pericytes - Mast cells	0.325441276173735	0.0968855848043697	2188.16106076918	-3.35902680291255	0.00111382149044993	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	0.00134158548600328
HSPG2	expr	TRUE	Pericytes - Myofibroblasts	0.480083211370269	0.128988355532316	2157.30644364101	-3.72191124841491	0.00038712702881974	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	0.000476995803367179
HSPG2	expr	TRUE	Pericytes - (Non-classical monocytes)	1.1698290507185	0.09639272297575	2206.88511257748	-12.1360722532218	5.17219160287952e-32	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	9.99267417676323e-32
HSPG2	expr	TRUE	Pericytes - Peribronchial fibroblasts	-0.391961432638346	0.112655508330542	2185.84247136042	3.47929221080156	0.000828021595728864	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	0.00100234193167178
HSPG2	expr	TRUE	Pericytes - Subpleural fibroblasts	-0.199511991755935	0.221540005857521	2225.0003300183	0.900568685026788	0.367915152505163	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	0.389699602324548
HSPG2	expr	TRUE	Pericytes - (Transitional Club-AT2)	0.662591786123189	0.101143536431552	2201.51831545362	-6.55100473544933	1.48957790220512e-10	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	2.18020038413658e-10
HSPG2	expr	TRUE	Pericytes - Vascular smooth muscle	-0.217038954177867	0.103550630963448	2169.95680291873	2.09596940316548	0.0422338893139358	2.69662213855161e-17	0.567713419908211	FALSE	2329	220	0.0471107818444134
AGRN	expr	TRUE	Pericytes - AT1	-2.14113569984851	0.120027865651946	2188.50622647684	17.8386551174486	3.05581564349253e-65	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	1.00405371143326e-64
AGRN	expr	TRUE	Pericytes - AT2_AGTR2det	-0.0765716814246395	0.135222109575544	2167.51747535892	0.566265987603614	0.57127160066813	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	0.599835180701536
AGRN	expr	TRUE	Pericytes - AT2_AGTR2undet	-0.248345271472121	0.120297848577104	2227.16129995452	2.06441989120817	0.0513101728176248	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	0.0568413153002587
AGRN	expr	TRUE	Pericytes - Adventitial fibroblasts	0.710800794790117	0.126080676481841	2217.26095549768	-5.63766641030429	8.16132461069814e-08	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	1.13273557096759e-07
AGRN	expr	TRUE	Pericytes - Alveolar fibroblasts	0.558137278471293	0.12362957936804	2174.33663243096	-4.51459336288562	1.55931361780943e-05	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	2.00839593973855e-05
AGRN	expr	TRUE	Pericytes - Alveolar macrophages	0.239654428822573	0.119120375251386	2214.04214024652	-2.01186764495005	0.0547912549671313	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	0.0605587554899872
AGRN	expr	TRUE	Pericytes - Classical monocytes	0.718510598985113	0.115304347099482	2191.95462026583	-6.2314268027137	2.90123582651863e-09	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	4.09735936903069e-09
AGRN	expr	TRUE	Pericytes - DC2	0.609264196823971	0.115341647858758	2199.89125424739	-5.28225674016765	4.90599243627861e-07	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	6.67491365273963e-07
AGRN	expr	TRUE	Pericytes - EC aerocyte capillary	0.306466263398675	0.128724019455277	2157.84492290472	-2.38080091575413	0.0243059137514917	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	0.0276229560987541
AGRN	expr	TRUE	Pericytes - EC general capillary	0.181094598402345	0.120275770336262	2172.11576348524	-1.50566151350391	0.154349401715372	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	0.167907119433614
AGRN	expr	TRUE	Pericytes - EC venous pulmonary	-0.378762574423248	0.124844923926923	2192.41870214652	3.03386443364692	0.00366415471218353	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	0.00434837033411461
AGRN	expr	TRUE	Pericytes - EC venous systemic	-0.0975474933128415	0.127857853585025	2191.46093480884	0.76293704749214	0.467862208869919	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	0.493400539048408
AGRN	expr	TRUE	Pericytes - Interstitial macrophages	0.467504854069597	0.116919542360788	2232.64133212632	-3.99851765265195	0.000125640847783572	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	0.000155601357639654
AGRN	expr	TRUE	Pericytes - Lymphatic EC	0.127072471307475	0.12143926945939	2190.72067820036	-1.04638698728312	0.326602869872924	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	0.34670150801895
AGRN	expr	TRUE	Pericytes - Mast cells	0.589165142213488	0.119372171404973	2195.95475638967	-4.93553175148948	2.57826353529381e-06	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	3.40603320635649e-06
AGRN	expr	TRUE	Pericytes - Myofibroblasts	0.721715622375508	0.159038103384287	2165.93098409349	-4.53800445941946	1.55931361780943e-05	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	2.00839593973855e-05
AGRN	expr	TRUE	Pericytes - (Non-classical monocytes)	0.784513749506963	0.118716191804408	2213.48970034763	-6.60831296542511	3.39837077037174e-10	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	4.9589519096361e-10
AGRN	expr	TRUE	Pericytes - Peribronchial fibroblasts	0.585360708570518	0.138761248529685	2191.32597265385	-4.2184739239017	5.3754502141323e-05	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	6.74374663227506e-05
AGRN	expr	TRUE	Pericytes - Subpleural fibroblasts	0.878096773903931	0.272805619977845	2237.89514282654	-3.21876350632089	0.00210946875640319	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	0.00252196388451173
AGRN	expr	TRUE	Pericytes - (Transitional Club-AT2)	-0.902599455174066	0.124386684034579	2208.12387628114	7.2563993660539	5.75218825815334e-12	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	8.57502138483971e-12
AGRN	expr	TRUE	Pericytes - Vascular smooth muscle	0.449901110496807	0.127638312127116	2177.74933169392	-3.52481244070938	0.000756926496369933	2.34895997563751e-17	0.700414211360536	FALSE	2329	220	0.000920895460319087
COL1A1	expr	TRUE	Pericytes - AT1	0.291819476654972	0.0710161052581144	2134.33299404641	-4.10920136487812	5.08977459261064e-05	1.08853553602945e-17	0.411871725598919	FALSE	2329	220	6.40198210476808e-05
COL1A1	expr	TRUE	Pericytes - AT2_AGTR2det	0.257353152105292	0.0816057381652277	2145.64830926822	-3.1536158840231	0.00171666592910689	1.08853553602945e-17	0.411871725598919	FALSE	2329	220	0.00206256130288216
COL1A1	expr	TRUE	Pericytes - AT2_AGTR2undet	0.159576940392417	0.0721218440871903	2192.03389541767	-2.21260205437204	0.027027804081697	1.08853553602945e-17	0.411871725598919	FALSE	2329	220	0.0306442004024874
COL1A1	expr	TRUE	Pericytes - Adventitial fibroblasts	-2.31070483926434	0.0750861309414453	2176.89461470497	30.7740565440282	1.18778477897782e-171	1.08853553602945e-17	0.411871725598919	FALSE	2329	220	6.59425342811823e-171
COL1A1	expr	TRUE	Pericytes - Alveolar fibroblasts	-2.09666829230893	0.0730344324503748	2124.41835898741	28.7079425685079	1.35621550811278e-152	1.08853553602945e-17	0.411871725598919	FALSE	2329	220	6.61668778200479e-152
COL1A1	expr	TRUE	Pericytes - Alveolar macrophages	0.345519094243033	0.0720103046309672	2196.21117510651	-4.79818959263847	2.58096926195958e-06	1.08853553602945e-17	0.411871725598919	FALSE	2329	220	3.40603320635649e-06
COL1A1	expr	TRUE	Pericytes - Classical monocytes	0.327964595975857	0.0683674131880553	2144.65412239984	-4.7970894419208	2.58096926195958e-06	1.08853553602945e-17	0.411871725598919	FALSE	2329	220	3.40603320635649e-06
COL1A1	expr	TRUE	Pericytes - DC2	0.364816339087876	0.0691608912881434	2169.44333008179	-5.27489354594854	3.40745495462757e-07	1.08853553602945e-17	0.411871725598919	FALSE	2329	220	4.64915464148338e-07
COL1A1	expr	TRUE	Pericytes - EC aerocyte capillary	0.337199317852536	0.0759321632930312	2115.67404058968	-4.44079693279967	1.31940186245097e-05	1.08853553602945e-17	0.411871725598919	FALSE	2329	220	1.71309435366618e-05
COL1A1	expr	TRUE	Pericytes - EC general capillary	0.288435088327896	0.0710290588199939	2121.27314493814	-4.06080403034575	5.91268740551353e-05	1.08853553602945e-17	0.411871725598919	FALSE	2329	220	7.39851817840164e-05
COL1A1	expr	TRUE	Pericytes - EC venous pulmonary	0.354798475214427	0.0738852904966663	2135.90712055608	-4.80201773356275	2.58096926195958e-06	1.08853553602945e-17	0.411871725598919	FALSE	2329	220	3.40603320635649e-06
COL1A1	expr	TRUE	Pericytes - EC venous systemic	0.373214755180816	0.0760101711333377	2157.05998713417	-4.91006334568198	1.86856215462399e-06	1.08853553602945e-17	0.411871725598919	FALSE	2329	220	2.50004299358279e-06
COL1A1	expr	TRUE	Pericytes - Interstitial macrophages	0.357307483864062	0.0699617680474993	2194.32675857174	-5.10718202006378	7.45919252568036e-07	1.08853553602945e-17	0.411871725598919	FALSE	2329	220	1.01201966008528e-06
COL1A1	expr	TRUE	Pericytes - Lymphatic EC	0.379611542107583	0.0719072909028633	2141.46807491658	-5.27918014072293	3.40745495462757e-07	1.08853553602945e-17	0.411871725598919	FALSE	2329	220	4.64915464148338e-07
COL1A1	expr	TRUE	Pericytes - Mast cells	0.2957695687176	0.0707732492237076	2142.95816441756	-4.17911530079255	3.99521177207037e-05	1.08853553602945e-17	0.411871725598919	FALSE	2329	220	5.05153739767012e-05
COL1A1	expr	TRUE	Pericytes - Myofibroblasts	-1.99489361566733	0.0938551089115346	2118.00541726527	21.2550349022307	2.5822695857631e-90	1.08853553602945e-17	0.411871725598919	FALSE	2329	220	9.30773290987745e-90
COL1A1	expr	TRUE	Pericytes - (Non-classical monocytes)	0.409250239290212	0.070656913132434	2168.194759762	-5.79207640338243	2.38956298491621e-08	1.08853553602945e-17	0.411871725598919	FALSE	2329	220	3.35511314451898e-08
COL1A1	expr	TRUE	Pericytes - Peribronchial fibroblasts	-2.51971034216295	0.0825031444003074	2154.98487353139	30.540779511836	1.65081604210983e-169	1.08853553602945e-17	0.411871725598919	FALSE	2329	220	9.06072895839825e-169
COL1A1	expr	TRUE	Pericytes - Subpleural fibroblasts	-2.85004739806414	0.162230412257305	2159.95093876349	17.5678983885206	4.62898463220653e-64	1.08853553602945e-17	0.411871725598919	FALSE	2329	220	1.48066197175878e-63
COL1A1	expr	TRUE	Pericytes - (Transitional Club-AT2)	0.258258334753739	0.0749390246960599	2173.72209455022	-3.44624627557126	0.000640203657973031	1.08853553602945e-17	0.411871725598919	FALSE	2329	220	0.000784818189850188
COL1A1	expr	TRUE	Pericytes - Vascular smooth muscle	-1.29626915890761	0.075461884254349	2127.94451254052	17.1778000472193	1.70983034819459e-61	1.08853553602945e-17	0.411871725598919	FALSE	2329	220	5.36264972842849e-61
COL1A2	expr	TRUE	Pericytes - AT1	2.00330356447953	0.0497375909316542	2128.04619629895	-40.2774546767319	1.98277763616883e-263	5.75631698271167e-18	0.288252980445345	FALSE	2329	220	5.04042946457655e-262
COL1A2	expr	TRUE	Pericytes - AT2_AGTR2det	2.02667385326483	0.057354209276848	2149.08420418434	-35.3360961439134	6.84321294721757e-216	5.75631698271167e-18	0.288252980445345	FALSE	2329	220	5.24646325953347e-215
COL1A2	expr	TRUE	Pericytes - AT2_AGTR2undet	1.984185052935	0.0506328871397263	2188.03989205853	-39.187673565986	1.44434562303007e-254	5.75631698271167e-18	0.288252980445345	FALSE	2329	220	2.40558253766733e-253
COL1A2	expr	TRUE	Pericytes - Adventitial fibroblasts	-0.715029426484218	0.0526531692881862	2171.16867950078	13.5799883682339	2.75957666171095e-40	5.75631698271167e-18	0.288252980445345	FALSE	2329	220	6.00394381804681e-40
COL1A2	expr	TRUE	Pericytes - Alveolar fibroblasts	-0.708715354276442	0.051140768328044	2119.07592812812	13.8581287971734	9.44133381935027e-42	5.75631698271167e-18	0.288252980445345	FALSE	2329	220	2.11118714571582e-41
COL1A2	expr	TRUE	Pericytes - Alveolar macrophages	1.98727650321717	0.0506156800585132	2194.88625879339	-39.2620725617006	1.94081603258906e-255	5.75631698271167e-18	0.288252980445345	FALSE	2329	220	3.34790765621613e-254
COL1A2	expr	TRUE	Pericytes - Classical monocytes	1.96817995242307	0.0478963089457707	2138.1641249736	-41.0925183118283	1.01392772438329e-271	5.75631698271167e-18	0.288252980445345	FALSE	2329	220	3.06079431798205e-270
COL1A2	expr	TRUE	Pericytes - DC2	2.01519437747275	0.0485465724751927	2166.65018297505	-41.5105387409691	2.63757134356804e-276	5.75631698271167e-18	0.288252980445345	FALSE	2329	220	1.27394695894336e-274
COL1A2	expr	TRUE	Pericytes - EC aerocyte capillary	1.97410053444202	0.053159972751082	2111.09535871761	-37.135093046146	1.4385429415668e-232	5.75631698271167e-18	0.288252980445345	FALSE	2329	220	1.54403609061503e-231
COL1A2	expr	TRUE	Pericytes - EC general capillary	1.93958408270828	0.0497315825371328	2115.68032688453	-39.0010529276855	7.54627287183321e-251	5.75631698271167e-18	0.288252980445345	FALSE	2329	220	1.17575799906305e-249
COL1A2	expr	TRUE	Pericytes - EC venous pulmonary	1.97960495780128	0.0517484621648639	2129.47918959736	-38.254372690236	6.30753720819691e-244	5.75631698271167e-18	0.288252980445345	FALSE	2329	220	8.70440134731174e-243
COL1A2	expr	TRUE	Pericytes - EC venous systemic	1.98924027915279	0.0532790583154482	2152.38651643042	-37.3362507155276	1.80808071977518e-235	5.75631698271167e-18	0.288252980445345	FALSE	2329	220	2.18325746912853e-234
COL1A2	expr	TRUE	Pericytes - Interstitial macrophages	1.96812492436479	0.0490908793511446	2187.97649440965	-40.0914579322747	2.26704940724863e-263	5.75631698271167e-18	0.288252980445345	FALSE	2329	220	5.47492431850543e-262
COL1A2	expr	TRUE	Pericytes - Lymphatic EC	2.02250475038361	0.0503703419954719	2135.47196094301	-40.1526904575202	1.39936842381022e-262	5.75631698271167e-18	0.288252980445345	FALSE	2329	220	3.21854737476352e-261
COL1A2	expr	TRUE	Pericytes - Mast cells	1.96850852033674	0.0495788873649878	2136.05456460602	-39.7045723484083	3.27054435508215e-258	5.75631698271167e-18	0.288252980445345	FALSE	2329	220	5.85064045742473e-257
COL1A2	expr	TRUE	Pericytes - Myofibroblasts	-0.116300853281062	0.0657106898665445	2113.26292818569	1.76989244089909	0.0768892321345491	5.75631698271167e-18	0.288252980445345	FALSE	2329	220	0.0840214912239529
COL1A2	expr	TRUE	Pericytes - (Non-classical monocytes)	2.03719620066926	0.0495356034800603	2161.95274691946	-41.1258984962059	1.33207929654832e-272	5.75631698271167e-18	0.288252980445345	FALSE	2329	220	4.2892953348856e-271
COL1A2	expr	TRUE	Pericytes - Peribronchial fibroblasts	-0.656767589012157	0.0578283978011065	2149.83324630516	11.3571811425768	5.27387319641006e-29	5.75631698271167e-18	0.288252980445345	FALSE	2329	220	9.64879073434113e-29
COL1A2	expr	TRUE	Pericytes - Subpleural fibroblasts	-0.525638522405324	0.113687312571747	2151.36821079297	4.6235460273863	4.19587806939847e-06	5.75631698271167e-18	0.288252980445345	FALSE	2329	220	5.50708996608549e-06
COL1A2	expr	TRUE	Pericytes - (Transitional Club-AT2)	2.04409345674245	0.0526488434095415	2172.65321413017	-38.8250401028183	1.22778167277227e-250	5.75631698271167e-18	0.288252980445345	FALSE	2329	220	1.85318296234064e-249
COL1A2	expr	TRUE	Pericytes - Vascular smooth muscle	0.325829157276405	0.0528441990262221	2122.00550227925	-6.16584532040544	9.24963568050194e-10	5.75631698271167e-18	0.288252980445345	FALSE	2329	220	1.32568962423811e-09
COL3A1	expr	TRUE	Pericytes - AT1	0.949451793636973	0.063915997750543	2141.10853120054	-14.8546815672436	2.66522180937425e-47	8.33032350304749e-18	0.370980203342557	FALSE	2329	220	6.43651066963882e-47
COL3A1	expr	TRUE	Pericytes - AT2_AGTR2det	0.981905570509667	0.0731984860657899	2144.12495559543	-13.4142879625563	2.1654023996799e-39	8.33032350304749e-18	0.370980203342557	FALSE	2329	220	4.60744211033213e-39
COL3A1	expr	TRUE	Pericytes - AT2_AGTR2undet	0.942758293196938	0.064762039154213	2196.34260854416	-14.5572669654829	1.17498801367777e-45	8.33032350304749e-18	0.370980203342557	FALSE	2329	220	2.75494762430273e-45
COL3A1	expr	TRUE	Pericytes - Adventitial fibroblasts	-1.70014066966322	0.0674995296046225	2182.5886324309	25.1874447069744	2.94760102096022e-122	8.33032350304749e-18	0.370980203342557	FALSE	2329	220	1.19637923791915e-121
COL3A1	expr	TRUE	Pericytes - Alveolar fibroblasts	-1.6845782079125	0.065746506594161	2130.2893410967	25.6223226932959	4.04493746347176e-125	8.33032350304749e-18	0.370980203342557	FALSE	2329	220	1.71377613583935e-124
COL3A1	expr	TRUE	Pericytes - Alveolar macrophages	0.908562220054451	0.0645823381163203	2197.89513431584	-14.0682769709889	6.72413815763505e-43	8.33032350304749e-18	0.370980203342557	FALSE	2329	220	1.5319616651593e-42
COL3A1	expr	TRUE	Pericytes - Classical monocytes	0.916989337856348	0.0615138071796104	2151.40119113592	-14.9070490008672	1.56387583049293e-47	8.33032350304749e-18	0.370980203342557	FALSE	2329	220	3.83427424430499e-47
COL3A1	expr	TRUE	Pericytes - DC2	0.939605741599089	0.0621099071808125	2172.78697112701	-15.12811376233	9.32574178901523e-49	8.33032350304749e-18	0.370980203342557	FALSE	2329	220	2.34600691879914e-48
COL3A1	expr	TRUE	Pericytes - EC aerocyte capillary	0.913194425143022	0.0683682082583645	2120.71174543551	-13.3570039117019	4.33755554554732e-39	8.33032350304749e-18	0.370980203342557	FALSE	2329	220	9.18876898464629e-39
COL3A1	expr	TRUE	Pericytes - EC general capillary	0.891760446249893	0.0639469102822017	2127.44767929853	-13.945324994038	3.47744363792601e-42	8.33032350304749e-18	0.370980203342557	FALSE	2329	220	7.88547078459279e-42
COL3A1	expr	TRUE	Pericytes - EC venous pulmonary	0.591084955770324	0.0664964830346854	2142.88454585241	-8.88896568352354	1.34248327931741e-18	8.33032350304749e-18	0.370980203342557	FALSE	2329	220	2.13999809871389e-18
COL3A1	expr	TRUE	Pericytes - EC venous systemic	0.919155191972878	0.0683562957437925	2161.78652998377	-13.4465330804054	1.49158834819985e-39	8.33032350304749e-18	0.370980203342557	FALSE	2329	220	3.18777509814393e-39
COL3A1	expr	TRUE	Pericytes - Interstitial macrophages	0.954162226211077	0.0628512129055752	2200.45295613127	-15.1812858034191	5.86814758132716e-49	8.33032350304749e-18	0.370980203342557	FALSE	2329	220	1.50761451158565e-48
COL3A1	expr	TRUE	Pericytes - Lymphatic EC	0.965516304405371	0.0647079827466973	2147.82254046799	-14.9211312642048	1.46557403666714e-47	8.33032350304749e-18	0.370980203342557	FALSE	2329	220	3.61159316178689e-47
COL3A1	expr	TRUE	Pericytes - Mast cells	0.871657191745437	0.0636812751585184	2150.20533403288	-13.6878099500311	8.30759018597833e-41	8.33032350304749e-18	0.370980203342557	FALSE	2329	220	1.81564075105318e-40
COL3A1	expr	TRUE	Pericytes - Myofibroblasts	-1.33999580909918	0.0845018968318349	2123.30340672624	15.8575826027417	6.89863760478962e-53	8.33032350304749e-18	0.370980203342557	FALSE	2329	220	1.96002468418434e-52
COL3A1	expr	TRUE	Pericytes - (Non-classical monocytes)	0.961447332050868	0.0635305432082555	2174.54809676502	-15.1336236634906	9.32574178901523e-49	8.33032350304749e-18	0.370980203342557	FALSE	2329	220	2.34600691879914e-48
COL3A1	expr	TRUE	Pericytes - Peribronchial fibroblasts	-1.88422321454447	0.0741963959179305	2160.13316815488	25.39507736506	1.07422738810981e-123	8.33032350304749e-18	0.370980203342557	FALSE	2329	220	4.47286059014686e-123
COL3A1	expr	TRUE	Pericytes - Subpleural fibroblasts	-1.97274780466583	0.145921205956669	2169.28609642508	13.519267413755	6.30545577902204e-40	8.33032350304749e-18	0.370980203342557	FALSE	2329	220	1.35357117389673e-39
COL3A1	expr	TRUE	Pericytes - (Transitional Club-AT2)	0.999054379145416	0.0672419081465249	2175.9882404097	-14.8576149410931	2.59895416714877e-47	8.33032350304749e-18	0.370980203342557	FALSE	2329	220	6.30801438559224e-47
COL3A1	expr	TRUE	Pericytes - Vascular smooth muscle	-0.525352947318377	0.0679260308212814	2134.3405917798	7.73419175191645	1.59198628433164e-14	8.33032350304749e-18	0.370980203342557	FALSE	2329	220	2.40290429791307e-14
COL5A1	expr	TRUE	Pericytes - AT1	1.00276020571748	0.0912644280110839	2185.05155845077	-10.9874156620551	3.15578695979346e-27	1.49223491896716e-17	0.53235250967357	FALSE	2329	220	5.58331539040382e-27
COL5A1	expr	TRUE	Pericytes - AT2_AGTR2det	1.13932112976273	0.102910490843266	2164.9336522585	-11.0709911149674	1.53297338324218e-27	1.49223491896716e-17	0.53235250967357	FALSE	2329	220	2.73219979374899e-27
COL5A1	expr	TRUE	Pericytes - AT2_AGTR2undet	1.04116626280875	0.0915238066518201	2224.98068919461	-11.3759064542585	7.28909404354044e-29	1.49223491896716e-17	0.53235250967357	FALSE	2329	220	1.32854053699246e-28
COL5A1	expr	TRUE	Pericytes - Adventitial fibroblasts	-1.34737802209038	0.0958933602420618	2214.85654459786	14.0507957869994	3.54484265627903e-42	1.49223491896716e-17	0.53235250967357	FALSE	2329	220	8.00074300459239e-42
COL5A1	expr	TRUE	Pericytes - Alveolar fibroblasts	-1.43355491452837	0.0939945439132562	2170.95355368318	15.251469445411	5.98362391523111e-49	1.49223491896716e-17	0.53235250967357	FALSE	2329	220	1.5291483338924e-48
COL5A1	expr	TRUE	Pericytes - Alveolar macrophages	1.06598366313361	0.0906684958166014	2212.94468623828	-11.7569355654671	1.39837425454294e-30	1.49223491896716e-17	0.53235250967357	FALSE	2329	220	2.65911324781197e-30
COL5A1	expr	TRUE	Pericytes - Classical monocytes	1.03888960209125	0.087684012852515	2189.42231932114	-11.8481074062915	5.89599437751543e-31	1.49223491896716e-17	0.53235250967357	FALSE	2329	220	1.13006558902379e-30
COL5A1	expr	TRUE	Pericytes - DC2	1.05885375565662	0.0877580302582005	2198.02809565459	-12.0656053074719	5.83683703582293e-32	1.49223491896716e-17	0.53235250967357	FALSE	2329	220	1.12318417860656e-31
COL5A1	expr	TRUE	Pericytes - EC aerocyte capillary	1.08392993833008	0.0978583726758951	2155.02742379906	-11.0765171000752	1.53297338324218e-27	1.49223491896716e-17	0.53235250967357	FALSE	2329	220	2.73219979374899e-27
COL5A1	expr	TRUE	Pericytes - EC general capillary	1.02208234525939	0.0914444532845559	2168.85589836228	-11.1770841045863	5.86223367297975e-28	1.49223491896716e-17	0.53235250967357	FALSE	2329	220	1.05258693830826e-27
COL5A1	expr	TRUE	Pericytes - EC venous pulmonary	0.851040978864029	0.094929171412514	2188.82985134819	-8.96501008278938	7.57234945043802e-19	1.49223491896716e-17	0.53235250967357	FALSE	2329	220	1.21914826152052e-18
COL5A1	expr	TRUE	Pericytes - EC venous systemic	0.961987939390176	0.0972404263156343	2189.44809799427	-9.89288072707172	1.63228117375897e-22	1.49223491896716e-17	0.53235250967357	FALSE	2329	220	2.70925019562056e-22
COL5A1	expr	TRUE	Pericytes - Interstitial macrophages	1.09406627107222	0.0889497505176435	2230.73697394405	-12.2998239422292	4.58598589448915e-33	1.49223491896716e-17	0.53235250967357	FALSE	2329	220	9.00419181722871e-33
COL5A1	expr	TRUE	Pericytes - Lymphatic EC	1.01612467453632	0.0923403861123484	2187.68575557189	-11.0041198365796	2.83164998493024e-27	1.49223491896716e-17	0.53235250967357	FALSE	2329	220	5.02826081882833e-27
COL5A1	expr	TRUE	Pericytes - Mast cells	0.962298543292401	0.0907777323722608	2192.89943352239	-10.6006012503839	1.60303227718559e-25	1.49223491896716e-17	0.53235250967357	FALSE	2329	220	2.76523067814514e-25
COL5A1	expr	TRUE	Pericytes - Myofibroblasts	-0.830949077008653	0.120908375750802	2162.46506748976	6.87255181329439	9.08437954711271e-12	1.49223491896716e-17	0.53235250967357	FALSE	2329	220	1.34593721510903e-11
COL5A1	expr	TRUE	Pericytes - (Non-classical monocytes)	1.12687582800395	0.0902930450460607	2210.90230854242	-12.4802062819911	7.14798795256765e-34	1.49223491896716e-17	0.53235250967357	FALSE	2329	220	1.42664387648354e-33
COL5A1	expr	TRUE	Pericytes - Peribronchial fibroblasts	-1.72242335663161	0.105534141169129	2189.1529845043	16.3210060512195	2.81480139096323e-55	1.49223491896716e-17	0.53235250967357	FALSE	2329	220	8.39227822120519e-55
COL5A1	expr	TRUE	Pericytes - Subpleural fibroblasts	-1.26817035848033	0.207504931034254	2232.78593789383	6.11151914395223	1.2192797868758e-09	1.49223491896716e-17	0.53235250967357	FALSE	2329	220	1.73720394413277e-09
COL5A1	expr	TRUE	Pericytes - (Transitional Club-AT2)	1.09052214467701	0.094658810763307	2205.51722179553	-11.5205561519661	1.70325229782882e-29	1.49223491896716e-17	0.53235250967357	FALSE	2329	220	3.17633536622132e-29
COL5A1	expr	TRUE	Pericytes - Vascular smooth muscle	0.258424639901392	0.0970475087399402	2174.6682366413	-2.66286732402268	0.00780491288147611	1.49223491896716e-17	0.53235250967357	FALSE	2329	220	0.00910573169505547
FN1	expr	TRUE	Pericytes - AT1	-0.0234280248865915	0.0854842024506687	2149.35479402205	0.274062624613143	0.784062831046865	2.78560468665742e-17	0.496628137532193	FALSE	2329	220	0.805749675309863
FN1	expr	TRUE	Pericytes - AT2_AGTR2det	0.603852391433065	0.0975406909465382	2144.825683528	-6.19077418432513	1.00142520135342e-09	2.78560468665742e-17	0.496628137532193	FALSE	2329	220	1.43103068714113e-09
FN1	expr	TRUE	Pericytes - AT2_AGTR2undet	0.507206564436947	0.0864020538410947	2201.67955238649	-5.87030680277312	6.57458233633472e-09	2.78560468665742e-17	0.496628137532193	FALSE	2329	220	9.25808533075705e-09
FN1	expr	TRUE	Pericytes - Adventitial fibroblasts	-1.04267428523718	0.0901642291760745	2189.08569041871	11.5641679052235	1.92780996062504e-29	2.78560468665742e-17	0.496628137532193	FALSE	2329	220	3.57089304835954e-29
FN1	expr	TRUE	Pericytes - Alveolar fibroblasts	-2.14492098830557	0.0879543589833459	2137.58561789222	24.386750277058	8.93621994837402e-115	2.78560468665742e-17	0.496628137532193	FALSE	2329	220	3.53786412710217e-114
FN1	expr	TRUE	Pericytes - Alveolar macrophages	-1.10297913268068	0.0860411593807947	2200.36769620148	12.819203513974	1.2962017513346e-35	2.78560468665742e-17	0.496628137532193	FALSE	2329	220	2.65281968599411e-35
FN1	expr	TRUE	Pericytes - Classical monocytes	0.516502848704078	0.0822429332049998	2159.29225909827	-6.28020947911277	6.11400974853901e-10	2.78560468665742e-17	0.496628137532193	FALSE	2329	220	8.81512450311743e-10
FN1	expr	TRUE	Pericytes - DC2	0.577305608191084	0.0828689116530491	2177.26904995592	-6.96649197720992	8.18678822236462e-12	2.78560468665742e-17	0.496628137532193	FALSE	2329	220	1.21668268043142e-11
FN1	expr	TRUE	Pericytes - EC aerocyte capillary	0.582301967606863	0.0914822721925747	2126.95242585461	-6.36518916343801	3.84786339763786e-10	2.78560468665742e-17	0.496628137532193	FALSE	2329	220	5.58113519837563e-10
FN1	expr	TRUE	Pericytes - EC general capillary	0.546160027964703	0.0855541816815833	2135.10340464213	-6.38379115117258	3.69769006222013e-10	2.78560468665742e-17	0.496628137532193	FALSE	2329	220	5.37947078329013e-10
FN1	expr	TRUE	Pericytes - EC venous pulmonary	0.172956155454325	0.0889324737643873	2151.44306625426	-1.94480315382371	0.057395009265899	2.78560468665742e-17	0.496628137532193	FALSE	2329	220	0.0631475842264902
