ccc_group	emmean	SE	df	lower.CL	upper.CL	gene	value_type
AT2_AGTR2det	0.0679493900685822	0.0350931521135087	150.171189483302	-0.00139071346548283	0.137289493602647	COL1A2	expr
AT2_AGTR2undet	0.0975106686719263	0.0289188357889331	74.8592793479699	0.0398996185225547	0.155121718821298	COL1A2	expr
Adventitial fibroblasts	2.35825424101706	0.031701866850709	106.58659423151	2.29540619976233	2.42110228227179	COL1A2	expr
Alveolar fibroblasts	2.2864934398206	0.0315104871183011	103.861390131087	2.2240059798979	2.3489808997433	COL1A2	expr
Alveolar macrophages	0.089899354783341	0.0280321662519656	64.099046375793	0.0339003314843122	0.14589837808237	COL1A2	expr
Classical monocytes	0.0848638680486305	0.0276237146608768	62.0923087640537	0.0296464821487753	0.140081253948486	COL1A2	expr
DC2	0.0468084325418655	0.0265053215548094	52.2369477955341	-0.0063726443129267	0.0999895093966577	COL1A2	expr
EC aerocyte capillary	0.0799615130339913	0.0346298231411837	146.504940808076	0.0115229837199255	0.148400042348057	COL1A2	expr
EC general capillary	0.122392349875554	0.0310670311097942	95.397749786199	0.0607198117413223	0.184064888009786	COL1A2	expr
EC venous pulmonary	0.0912840947481129	0.0316857556940068	106.327395875471	0.0284662353313408	0.154101954164885	COL1A2	expr
EC venous systemic	0.0870400991688308	0.0325591451634276	117.948330996032	0.0225638349473551	0.151516363390306	COL1A2	expr
Interstitial macrophages	0.066658925354183	0.0272491185054998	59.1480055715608	0.0121364197693707	0.121181430938995	COL1A2	expr
Lymphatic EC	0.0605590571496844	0.0301838533544521	87.9055524931027	0.000574093035661256	0.120544021263708	COL1A2	expr
Mast cells	0.0683823897463033	0.0297727167972192	83.3384400254663	0.00916920973457949	0.127595569758027	COL1A2	expr
Myofibroblasts	1.99320517415004	0.045198011683411	404.910566647433	1.90435311522339	2.0820572330767	COL1A2	expr
Non-classical monocytes	0.0504171132210548	0.0284906445075095	69.756649592205	-0.00640917081503443	0.107243397257144	COL1A2	expr
Peribronchial fibroblasts	2.588417110007	0.0369858716422222	193.317786473592	2.51546946040137	2.66136475961262	COL1A2	expr
Subpleural fibroblasts	2.37729365832735	0.0842003217545853	1685.66377796475	2.21214547957757	2.54244183707713	COL1A2	expr
Transitional Club-AT2	0.0500361635577974	0.0305362841581411	91.4068333128447	-0.0106167767962818	0.110689103911877	COL1A2	expr
Vascular smooth muscle	1.54758276315489	0.0332141752615678	127.153275760882	1.48185866635004	1.61330685995974	COL1A2	expr
Pericytes	0.733641414091427	0.0445422864691377	195.126577986667	0.645795292097456	0.821487536085397	COL3A1	expr
AT1	0.0686009765592222	0.0344053305599276	72.0469090447089	1.59665114970453e-05	0.137185986606947	COL3A1	expr
AT2_AGTR2det	0.0599280153186706	0.0399092322502731	123.981507811164	-0.0190636506328904	0.138919681270232	COL3A1	expr
AT2_AGTR2undet	0.0667844708292158	0.0334394672987626	64.9067484331941	-5.75927879303828e-07	0.133569517586311	COL3A1	expr
Adventitial fibroblasts	1.91813239487934	0.036332659668869	89.2395918113249	1.84594284458855	1.99032194517013	COL3A1	expr
Alveolar fibroblasts	1.80478385924818	0.0361367722707219	87.239518908209	1.73296089180394	1.87660682669242	COL3A1	expr
Alveolar macrophages	0.0694287527020658	0.0325540970628714	56.7844720175631	0.00423493503618859	0.134622570367943	COL3A1	expr
Classical monocytes	0.0736491375771859	0.0321161859568176	54.9051464305572	0.00928436329286811	0.138013911861504	COL3A1	expr
DC2	0.0426952446995955	0.0309759079636913	47.1997912102815	-0.0196132821299436	0.105003771529135	COL3A1	expr
EC aerocyte capillary	0.0929854471517735	0.0394134959223064	120.474144412282	0.0149525960968153	0.171018298206732	COL3A1	expr
EC general capillary	0.120085162367555	0.0356990934771108	81.3638842993676	0.0490599796246739	0.191110345110435	COL3A1	expr
EC venous pulmonary	0.319214027281018	0.0363170074453621	89.0717321484649	0.247053707788836	0.391374346773201	COL3A1	expr
EC venous systemic	0.0827666508660121	0.0372282297149587	97.9482614479451	0.00888795286122875	0.156645348870796	COL3A1	expr
Interstitial macrophages	0.0454550787442278	0.0317273447462508	52.4864939563604	-0.0181964529449882	0.109106610433444	COL3A1	expr
Lymphatic EC	0.0555331791184447	0.0347565623632054	74.9292889368013	-0.0137065146366476	0.124772872873537	COL3A1	expr
Mast cells	0.0866707952882553	0.0343372490695405	71.4120081243267	0.0182111099168376	0.155130480659673	COL3A1	expr
Myofibroblasts	1.79268203379731	0.0505672568579386	316.245971893132	1.69319127775489	1.89217278983972	COL3A1	expr
Non-classical monocytes	0.0571085442784464	0.0330094535080442	60.9224045977165	-0.00889963780155768	0.123116726358451	COL3A1	expr
Peribronchial fibroblasts	2.3087289299763	0.0418674035800112	155.042714483351	2.22602477900301	2.39143308094959	COL3A1	expr
Subpleural fibroblasts	2.29799210238051	0.0926101133703487	1517.50920693564	2.11633472771077	2.47964947705025	COL3A1	expr
Transitional Club-AT2	0.0405208590213513	0.0351241054537729	77.9902308228107	-0.029406001331571	0.110447719374274	COL3A1	expr
Vascular smooth muscle	1.14944272188627	0.0379159135901043	105.081026095736	1.07426314499572	1.22462229877682	COL3A1	expr
Pericytes	0.497246298457088	0.0376971365731449	264.883474961421	0.423022134819298	0.571470462094877	COL5A1	expr
AT1	0.0453318796891643	0.0283973984985612	91.2215793888922	-0.0110742180824342	0.101737977460763	COL5A1	expr
AT2_AGTR2det	-0.00807890906798842	0.0334259913918538	166.185755669185	-0.0740732330324717	0.0579154148964949	COL5A1	expr
AT2_AGTR2undet	0.0147039934647866	0.0275001032708655	81.9750791218253	-0.0400027212935476	0.0694107082231208	COL5A1	expr
Adventitial fibroblasts	1.01235835292921	0.0302478152690523	117.117761764451	0.952454769168129	1.0722619366903	COL5A1	expr
Alveolar fibroblasts	1.02302698448376	0.0300093632324983	112.692041474799	0.963571265067388	1.08248270390013	COL5A1	expr
Alveolar macrophages	-0.00170282550749334	0.0265472300377051	69.746333260507	-0.0546529920438855	0.0512473410288988	COL5A1	expr
Classical monocytes	0.0321881066293563	0.0262001749194164	66.9272029933416	-0.0201087070105598	0.0844849202692724	COL5A1	expr
DC2	0.01090776751345	0.025214865302739	57.5410182033939	-0.03957384257965	0.06138937760655	COL5A1	expr
EC aerocyte capillary	0.0241149745277343	0.0328173398625089	155.738160692062	-0.0407095589006705	0.0889395079561391	COL5A1	expr
EC general capillary	0.0604912485355655	0.0293737918155728	101.196793744191	0.00222292071935408	0.118759576351777	COL5A1	expr
EC venous pulmonary	0.122266153344049	0.0302162829979385	116.046878448973	0.0624192523451675	0.182113054342931	COL5A1	expr
EC venous systemic	0.0894056107646773	0.0311060063246521	129.954002564476	0.0278658927297932	0.150945328799562	COL5A1	expr
Interstitial macrophages	-0.00212894124820845	0.0259061528594563	64.5557133373395	-0.0538738523212207	0.0496159698248038	COL5A1	expr
Lymphatic EC	0.0506130589279562	0.028782671230477	96.1917424988759	-0.00651863853342328	0.107744756389336	COL5A1	expr
Mast cells	0.0675799848372091	0.0281553579527643	88.5129880364121	0.0116316466721612	0.123528323002257	COL5A1	expr
Myofibroblasts	0.849702398147687	0.0433477067816678	439.06158208675	0.764507608278295	0.93489718801708	COL5A1	expr
Non-classical monocytes	0.00209765326541994	0.0271547765158681	76.6771205523482	-0.0519780487275265	0.0561733552583663	COL5A1	expr
Peribronchial fibroblasts	1.23312966403714	0.0354055126972126	212.660283275096	1.16333895905286	1.30292036902143	COL5A1	expr
Subpleural fibroblasts	0.992512748279471	0.0809092429710675	1782.39669861441	0.833825788402127	1.15119970815681	COL5A1	expr
Transitional Club-AT2	0.00819492668495758	0.0290085918117304	99.8523967013782	-0.0493583350701973	0.0657481884401125	COL5A1	expr
Vascular smooth muscle	0.397187610599307	0.031642091096913	137.848569876463	0.334620983854015	0.4597542373446	COL5A1	expr
Pericytes	0.824941079819437	0.0769715108619926	164.695357509404	0.67296293975515	0.976919219883724	FN1	expr
AT1	0.83349520331097	0.0606094258977005	65.2984539253165	0.712460308659846	0.954530097962093	FN1	expr
AT2_AGTR2det	0.321999841712125	0.069477373903661	109.005015810047	0.184298016479433	0.459701666944817	FN1	expr
AT2_AGTR2undet	0.401795715945756	0.0590472688882524	59.5932165598651	0.283667007812341	0.51992442407917	FN1	expr
Adventitial fibroblasts	1.6563371073571	0.0637433256733363	79.727611807937	1.52947719300404	1.78319702171016	FN1	expr
Alveolar fibroblasts	2.52722256536345	0.0633868298737212	77.7853821248981	2.4010235964672	2.65342153425971	FN1	expr
Alveolar macrophages	1.66858825488826	0.0576125808996143	52.9407138411029	1.55302903054634	1.78414747923018	FN1	expr
Classical monocytes	0.394845125385393	0.0569216661247104	51.043427945842	0.280572472887935	0.509117777882851	FN1	expr
DC2	0.336572678200932	0.0552008553592292	45.0285273752362	0.225394392428497	0.447750963973367	FN1	expr
EC aerocyte capillary	0.373491640904615	0.0685305231727188	104.279916281981	0.237597334951706	0.509385946857524	FN1	expr
EC general capillary	0.416064925247434	0.0625537454327852	72.7153155441416	0.291387267027039	0.540742583467829	FN1	expr
EC venous pulmonary	0.672366115235402	0.0637063954367734	79.4377592843507	0.545572571336272	0.799159659134532	FN1	expr
EC venous systemic	0.535091473399195	0.065209294728362	86.9874031844428	0.405480674517098	0.664702272281292	FN1	expr
Interstitial macrophages	0.98369377618355	0.0563584852675842	49.2033201699029	0.870448996495595	1.0969385558715	FN1	expr
Lymphatic EC	1.36599675198937	0.0612169427754538	67.9196509535525	1.24383762789187	1.48815587608687	FN1	expr
Mast cells	0.26239155825242	0.0603683589208358	64.2699145420032	0.141801651107214	0.382981465397626	FN1	expr
Myofibroblasts	2.210022105447	0.0869371840128679	262.498607964797	2.03883910749228	2.38120510340172	FN1	expr
Non-classical monocytes	0.19906457736709	0.0584384853469089	56.4637113557495	0.0820194361783193	0.316109718555861	FN1	expr
Peribronchial fibroblasts	2.33095494186799	0.0727228734449293	133.216995049322	2.1871140662102	2.47479581752579	FN1	expr
Subpleural fibroblasts	1.0740146623717	0.156711811982585	1384.24943748623	0.766596357519835	1.38143296722357	FN1	expr
Transitional Club-AT2	0.205091416628839	0.0617151082728916	70.5078336736711	0.0820200986132858	0.328162734644393	FN1	expr
Vascular smooth muscle	1.59307741728332	0.0662428605530969	92.2948807461089	1.46151897875123	1.72463585581541	FN1	expr
Pericytes	0.166109774561981	0.049088619482041	655.706838749038	0.0697199287020636	0.262499620421898	POSTN	expr
AT1	0.0329352394979493	0.034303348482933	196.203628930985	-0.0347153719204623	0.100585850916361	POSTN	expr
AT2_AGTR2det	-0.0175114233194466	0.0423248047362936	374.970408087264	-0.100735138191196	0.065712291552303	POSTN	expr
AT2_AGTR2undet	0.0182182860258793	0.0328747454058113	168.015756835316	-0.0466825053604781	0.0831190774122367	POSTN	expr
Adventitial fibroblasts	0.175692000441293	0.037363564093921	270.624955024426	0.102131790449633	0.249252210432953	POSTN	expr
Alveolar fibroblasts	0.201735030755153	0.0369420649348889	255.52582839631	0.128985345654784	0.274484715855521	POSTN	expr
Alveolar macrophages	0.0243378479811722	0.0311772866692783	132.322606737318	-0.0373325157685509	0.0860082117308953	POSTN	expr
Classical monocytes	0.0365206971556862	0.0306312162923438	129.780705886913	-0.024080462937578	0.0971218572489504	POSTN	expr
DC2	0.0101666833107854	0.0289069435135493	103.519861645854	-0.0471599997856616	0.0674933664072325	POSTN	expr
EC aerocyte capillary	0.207513172457367	0.0414062970098118	364.246683689839	0.126087766978967	0.288938577935766	POSTN	expr
EC general capillary	0.966112772092716	0.0358084640738929	212.881388732068	0.895528196209761	1.03669734797567	POSTN	expr
EC venous pulmonary	0.967234075496569	0.0372880588666169	266.069046973369	0.893816871044451	1.04065127994869	POSTN	expr
EC venous systemic	1.74683297607138	0.0387294708256055	305.315049693406	1.67062250734886	1.82304344479391	POSTN	expr
Interstitial macrophages	0.0181277185193715	0.0301641993350248	125.070472794942	-0.0415706468584344	0.0778260838971775	POSTN	expr
Lymphatic EC	0.0321369501381476	0.0349366312488716	209.680277184907	-0.0367351058897781	0.101009006166073	POSTN	expr
Mast cells	0.0592650051826424	0.0339450106691627	191.81263378261	-0.00768842956289702	0.126218439928182	POSTN	expr
Myofibroblasts	0.499223232538328	0.0577503573646982	1042.79002348042	0.38590308413133	0.612543380945326	POSTN	expr
Non-classical monocytes	0.0135038980298224	0.0322155205295419	154.641890849395	-0.0501353861379782	0.077143182197623	POSTN	expr
Peribronchial fibroblasts	1.02444892237197	0.045555872197405	530.993034472566	0.934957070771048	1.1139407739729	POSTN	expr
Subpleural fibroblasts	0.0977772090098556	0.112852213749035	2138.4116614108	-0.123534329083085	0.319088747102796	POSTN	expr
Transitional Club-AT2	0.000489621918381311	0.0353334128749355	212.766560346353	-0.0691587621071578	0.0701380059439204	POSTN	expr
Vascular smooth muscle	0.12607332084095	0.0395764132762409	325.575660449401	0.0482155502447721	0.203931091437127	POSTN	expr
Pericytes	0.798556720727078	0.049039005632993	236.147462055725	0.701946912156929	0.895166529297228	LUM	expr
AT1	0.105486468548631	0.0372787594456224	83.352169822767	0.0313451480380092	0.179627789059253	LUM	expr
AT2_AGTR2det	0.112885837356087	0.0436624369451408	148.765828631471	0.0266071746825069	0.199164500029667	LUM	expr
AT2_AGTR2undet	0.13585279225645	0.0361545008118366	74.9779891960755	0.0638289867517259	0.207876597761173	LUM	expr
Adventitial fibroblasts	2.23154539698132	0.0395819017752954	105.634062914927	2.15306728828265	2.31002350567999	LUM	expr
Alveolar fibroblasts	2.50163848101318	0.0393060813358756	102.229774138089	2.42367715826977	2.57959980375658	LUM	expr
Alveolar macrophages	0.113633787698843	0.035029907054483	64.5472330147539	0.0436649281174975	0.183602647280188	LUM	expr
Classical monocytes	0.0674457924703458	0.0345495576663941	62.0528294971305	-0.00161661963565136	0.136508204576343	LUM	expr
DC2	0.0562743639353836	0.0332781746915797	53.3388908553937	-0.010463303379311	0.123012031250078	LUM	expr
EC aerocyte capillary	0.0250945679266714	0.042962065890692	141.384930374462	-0.0598364915329931	0.110025627386336	LUM	expr
EC general capillary	0.0984228582472315	0.038625708657273	93.2038253255159	0.021722066474376	0.175123650020087	LUM	expr
EC venous pulmonary	0.056796210527168	0.0395488100263839	104.941414621649	-0.0216222843369115	0.135214705391248	LUM	expr
EC venous systemic	0.0425223540115423	0.0406481756897871	116.708840328249	-0.0379813263973475	0.123026034420432	LUM	expr
Interstitial macrophages	0.079267414107573	0.0341506121430618	59.6331207266235	0.0109473738825417	0.147587454332604	LUM	expr
Lymphatic EC	0.0824489779681182	0.0377360548358006	87.4451741933888	0.00744986638544731	0.157448089550789	LUM	expr
Mast cells	0.0613082223646416	0.0370645724103625	81.5784484104846	-0.0124307242147781	0.135047168944061	LUM	expr
Myofibroblasts	1.50335016926638	0.056112191838171	388.759253145313	1.39302883821977	1.61367150031299	LUM	expr
Non-classical monocytes	0.0786646943211276	0.0356912855826932	70.214506966722	0.00748449291450201	0.149844895727753	LUM	expr
Peribronchial fibroblasts	2.62399501571905	0.0460579513568648	188.716923490542	2.53314044935231	2.7148495820858	LUM	expr
Subpleural fibroblasts	1.374560863175	0.10408721480216	1683.50482177831	1.17040689514699	1.57871483120302	LUM	expr
Transitional Club-AT2	0.103084687590432	0.0380878673977311	90.9321576942672	0.0274270574749773	0.178742317705887	LUM	expr
Vascular smooth muscle	0.423854159906089	0.0413716907557741	124.360906179201	0.341970336478328	0.50573798333385	LUM	expr
Pericytes	2.00115374217507	0.0525661373153865	157.086589985264	1.89732612192041	2.10498136242974	DCN	expr
AT1	0.139700962597654	0.0415997971204099	63.3959117236924	0.0565805603670632	0.222821364828245	DCN	expr
AT2_AGTR2det	0.175932129589924	0.0475399215935503	104.791589930262	0.0816670617278903	0.270197197451958	DCN	expr
AT2_AGTR2undet	0.226396520865176	0.0405521557219319	57.9817070520259	0.14522201646341	0.307571025266942	DCN	expr
Adventitial fibroblasts	2.96996191684261	0.0436963757547425	77.0302166131487	2.88295186125068	3.05697197243455	DCN	expr
Alveolar fibroblasts	2.72800585493691	0.0434574800634025	75.2059743274397	2.64143800144004	2.81457370843378	DCN	expr
Alveolar macrophages	0.243189673246399	0.0395980749785616	51.7110453590569	0.163719752630839	0.322659593861958	DCN	expr
Classical monocytes	0.107104632857912	0.0391356075836748	49.8814189296366	0.0284938213895647	0.185715444326259	DCN	expr
DC2	0.11933229622488	0.0379906199141701	44.1855424724836	0.0427763125116934	0.195888279938067	DCN	expr
EC aerocyte capillary	0.122167063073805	0.0469007471123859	100.249923376737	0.0291201571757821	0.215213968971828	DCN	expr
EC general capillary	0.183302478551489	0.042899462985836	70.4677270813928	0.0977521806900156	0.268852776412963	DCN	expr
EC venous pulmonary	0.146526425428252	0.0436717444118844	76.7649724440209	0.0595606232780636	0.23349222757844	DCN	expr
EC venous systemic	0.0620571468355238	0.0446787008227922	83.8987082819788	-0.026792916780566	0.150907210451614	DCN	expr
Interstitial macrophages	0.139552183638204	0.0387605984127347	48.1280734124614	0.0616241345772802	0.217480232699128	DCN	expr
Lymphatic EC	0.199066178291573	0.0420069041877569	65.8818491331762	0.115193880514861	0.282938476068286	DCN	expr
Mast cells	0.12625170572751	0.041435353770136	62.4028371139492	0.0434342484968626	0.209069162958157	DCN	expr
Myofibroblasts	2.53714264918004	0.0592675648972415	249.011469195301	2.42041302131687	2.65387227704321	DCN	expr
Non-classical monocytes	0.115124159084488	0.0401509527740777	55.0411580461016	0.0346612040286437	0.195587114140332	DCN	expr
Peribronchial fibroblasts	2.95207524484475	0.0497153614127451	127.43441270568	2.85370074203645	3.05044974765304	DCN	expr
Subpleural fibroblasts	2.68230450439773	0.106354847119601	1340.90783363757	2.4736645093908	2.89094449940467	DCN	expr
Transitional Club-AT2	0.170602175177603	0.0423353258434569	68.3431827796821	0.0861310281724195	0.255073322182786	DCN	expr
Vascular smooth muscle	1.56597219742893	0.0453695915438605	88.9060454292322	1.47582247272657	1.6561219221313	DCN	expr
Pericytes	0.650072876786692	0.0437507845038022	257.99268721304	0.563918759784603	0.736226993788781	FBN1	expr
AT1	0.0390522630865328	0.0330997260703199	90.1345366316875	-0.0267047828188861	0.104809308991952	FBN1	expr
AT2_AGTR2det	0.00763412631318072	0.038809075202955	163.416882043216	-0.0689977670408446	0.084266019667206	FBN1	expr
AT2_AGTR2undet	0.0213438639083643	0.0320522725142069	81.2310577306801	-0.042427354537406	0.0851150823541346	FBN1	expr
Adventitial fibroblasts	1.8839090149505	0.0352359811400938	115.479093484031	1.81411639637038	1.95370163353062	FBN1	expr
Alveolar fibroblasts	1.32285681556333	0.0349462685662304	110.957570826107	1.25360815969505	1.39210547143161	FBN1	expr
Alveolar macrophages	0.100197601158835	0.0308949878372033	68.9601485327922	0.0385631513942791	0.161832050923391	FBN1	expr
Classical monocytes	0.0369208124508434	0.0305560175557611	66.3296677626137	-0.0240805859293054	0.0979222108309923	FBN1	expr
DC2	0.0181213916942845	0.0294577083964839	57.5500949544811	-0.0408544345645535	0.0770972179531225	FBN1	expr
EC aerocyte capillary	0.0296556135963871	0.0380574442825846	151.564384373226	-0.0455359821156809	0.104847209308455	FBN1	expr
EC general capillary	0.121127072429998	0.0341084411763021	99.040789901866	0.053448870068857	0.18880527479114	FBN1	expr
EC venous pulmonary	0.589160512931028	0.035197195474458	114.366370949988	0.519437535605616	0.658883490256441	FBN1	expr
EC venous systemic	0.427395632975546	0.0362341793996959	128.17946216654	0.35570107629796	0.499090189653133	FBN1	expr
Interstitial macrophages	0.017363833240671	0.0302385791192926	64.2190359281435	-0.0430407050883768	0.0777683715697189	FBN1	expr
Lymphatic EC	0.782848752641231	0.0335643907120701	95.2084515110608	0.71621689392883	0.849480611353631	FBN1	expr
Mast cells	0.0443920973130654	0.0327360295152903	86.7677392576224	-0.0206767619304105	0.109460956556541	FBN1	expr
Myofibroblasts	0.861490383426997	0.0503441159068127	427.768575645914	0.762537758448473	0.96044300840552	FBN1	expr
Non-classical monocytes	0.0302286058782623	0.0316980033714843	76.282792725455	-0.0328996545605799	0.0933568663171044	FBN1	expr
Peribronchial fibroblasts	1.65534915572092	0.0411947427614573	208.651592043805	1.57413789618662	1.73656041525521	FBN1	expr
Subpleural fibroblasts	1.056519520819	0.0935528126467843	1785.60968253526	0.873035004957903	1.2400040366801	FBN1	expr
Transitional Club-AT2	0.219228376713358	0.0337373452699759	98.3787282099184	0.152280934228974	0.286175819197742	FBN1	expr
Vascular smooth muscle	0.504457685789342	0.0368075056471095	135.230682086047	0.431664889084823	0.577250482493862	FBN1	expr
Pericytes	2.3684187285009	0.0502704066715428	336.636783833383	2.26953503217503	2.46730242482677	BGN	expr
AT1	0.0408976826047933	0.0370449590762298	109.01259248077	-0.0325241267517584	0.114319491961345	BGN	expr
AT2_AGTR2det	-0.0424887651793502	0.0442254233794756	204.614274830959	-0.129684740726382	0.0447072103676813	BGN	expr
AT2_AGTR2undet	0.0214695252655122	0.0357769157187934	96.816963658436	-0.0495394442526357	0.09247849478366	BGN	expr
Adventitial fibroblasts	1.4604344502632	0.0396960438571696	143.033127301265	1.38196774516334	1.53890115536307	BGN	expr
Alveolar fibroblasts	1.3788105588454	0.0393564933162338	137.060847984412	1.30098610840817	1.45663500928263	BGN	expr
Alveolar macrophages	0.025312201642894	0.0344017826166413	80.7824848936055	-0.0431393487829465	0.0937637520687344	BGN	expr
Classical monocytes	0.0502768259478948	0.0338870930525191	77.5822377748768	-0.0171929164035212	0.117746568299311	BGN	expr
DC2	0.0191321996816099	0.0324329886825991	65.2074086938811	-0.0456370459508719	0.0839014453140916	BGN	expr
EC aerocyte capillary	0.266657274267303	0.0433956768347661	193.09628454938	0.181066875527287	0.352247673007318	BGN	expr
EC general capillary	0.175931963333453	0.038472862207562	121.298272141651	0.0997666765136774	0.252097250153229	BGN	expr
EC venous pulmonary	0.279309333806671	0.0396478090318128	141.490375380329	0.200930682886564	0.357687984726778	BGN	expr
EC venous systemic	0.10865584503101	0.0409110548991177	159.633755118099	0.0278591263355895	0.18945256372643	BGN	expr
Interstitial macrophages	0.0145123054617043	0.03345607718938	74.5900090832795	-0.0521416230584458	0.0811662339818544	BGN	expr
Lymphatic EC	0.385940525445128	0.0375877222481541	115.361519290119	0.311488962429212	0.460392088461044	BGN	expr
Mast cells	0.0498602873367933	0.036741753292637	106.032848573548	-0.0229835516037162	0.122704126277303	BGN	expr
Myofibroblasts	1.960364945738	0.0581722997416005	560.765156724233	1.84610271719485	2.07462717428115	BGN	expr
Non-classical monocytes	0.0295766869056307	0.0352399803420246	89.81921275171	-0.0404356047231453	0.0995889785344067	BGN	expr
Peribronchial fibroblasts	2.22978274594119	0.047010922000442	268.684136970382	2.13722611796816	2.32233937391422	BGN	expr
Subpleural fibroblasts	1.28489990819907	0.110247123020053	1909.29368911677	1.06868245174114	1.501117364657	BGN	expr
Transitional Club-AT2	-0.00102784696980637	0.0379547546163015	119.711762620057	-0.0761774625321974	0.0741217685925847	BGN	expr
Vascular smooth muscle	1.95275986960009	0.0416908008250663	170.123118461822	1.87046195918783	2.03505778001235	BGN	expr
Pericytes	1.2281452573705	0.0384529427521712	205.671154772909	1.15233276989884	1.30395774484216	COL5A2	expr
AT1	0.0141776344340303	0.0296644673252524	76.2662642356828	-0.0449009370377598	0.0732562059058203	COL5A2	expr
AT2_AGTR2det	-0.0128315307953829	0.0344038143400533	132.998371154246	-0.0808809505508854	0.0552178889601197	COL5A2	expr
AT2_AGTR2undet	0.00433723674905478	0.0288138222645682	69.1750902315815	-0.0531421703606333	0.0618166438587429	COL5A2	expr
Adventitial fibroblasts	1.11310395822393	0.0313910258269667	95.4690083490478	1.05078884122498	1.17541907522287	COL5A2	expr
Alveolar fibroblasts	1.26751311966333	0.0311726942935066	92.4023164667255	1.20560504947089	1.32942118985576	COL5A2	expr
Alveolar macrophages	-0.0101782276567524	0.0279505364634085	60.1124326512502	-0.0660854741358024	0.0457290188222976	COL5A2	expr
Classical monocytes	0.034064165562901	0.0276228708375152	57.8339146262391	-0.021232398978211	0.089360730104013	COL5A2	expr
DC2	0.0102939945286519	0.0267146535508111	50.6420529601109	-0.0433471159669621	0.0639351050242659	COL5A2	expr
EC aerocyte capillary	0.0408219656575969	0.0338289940126699	125.096508939476	-0.026129307165159	0.107773238480353	COL5A2	expr
EC general capillary	0.0409587596775065	0.030594975606062	84.3899918769796	-0.0198785968769946	0.101796116232008	COL5A2	expr
EC venous pulmonary	0.10537569470012	0.0313646314676406	94.8286463609773	0.0431075773555897	0.167643812044651	COL5A2	expr
EC venous systemic	0.065020092198283	0.0321988457055875	105.107795672305	0.00117649232794285	0.128863692068623	COL5A2	expr
Interstitial macrophages	-0.00139251301954696	0.0273457959394424	55.8820159510447	-0.0561752773197401	0.0533902512806462	COL5A2	expr
Lymphatic EC	0.197465343075178	0.0300226088687998	79.9767267223781	0.137718180445687	0.257212505704668	COL5A2	expr
Mast cells	0.0454193908714661	0.0294396213598328	74.1674389703337	-0.0132381348343284	0.104076916577261	COL5A2	expr
Myofibroblasts	1.20690985333308	0.0438565374764455	335.780670402031	1.12064167461302	1.29317803205315	COL5A2	expr
Non-classical monocytes	0.00446316168540467	0.0285077178832685	65.2723516874629	-0.0524661791903857	0.0613925025611951	COL5A2	expr
Peribronchial fibroblasts	1.48270196001355	0.0362623773723783	166.230101796202	1.41110778141628	1.55429613861081	COL5A2	expr
Subpleural fibroblasts	0.745707230714667	0.0803996787727389	1596.26920820977	0.588007182081359	0.903407279347975	COL5A2	expr
Transitional Club-AT2	-0.00385202058872319	0.0302265790514021	82.8732457548536	-0.0639728305202683	0.0562687893428219	COL5A2	expr
Vascular smooth muscle	0.663959191907658	0.0327084017978336	111.186827455055	0.59914651029202	0.728771873523295	COL5A2	expr
Pericytes	1.12415246923503	0.0218022832746864	921.85258177332	1.081364601329	1.16694033714105	COL5A3	expr
AT1	0.0072137217392385	0.0149321342532796	292.964077311189	-0.0221741288644598	0.0366015723429368	COL5A3	expr
AT2_AGTR2det	-0.00698154958631904	0.0186396978254957	556.655879012053	-0.0435942918932046	0.0296311927205666	COL5A3	expr
AT2_AGTR2undet	0.0013298509093682	0.0142613869062285	252.523158173331	-0.0267565626509716	0.029416264469708	COL5A3	expr
Adventitial fibroblasts	0.295734371956605	0.0164000896972893	410.745572756398	0.263495792708144	0.327972951205066	COL5A3	expr
Alveolar fibroblasts	0.384170097009658	0.0161699062035248	380.634173749201	0.352376569843204	0.415963624176112	COL5A3	expr
Alveolar macrophages	0.00172212153027095	0.013378511306291	196.023019294988	-0.0246621728536819	0.0281064159142238	COL5A3	expr
Classical monocytes	0.00738310018123943	0.0131676419093155	191.371282111569	-0.0185892517051557	0.0333554520676345	COL5A3	expr
DC2	0.00634839725004842	0.0123929123243343	154.134766314171	-0.0181334835366343	0.0308302780367311	COL5A3	expr
EC aerocyte capillary	0.00654352480211549	0.018132952121274	527.241041120202	-0.0290781802224554	0.0421652298266863	COL5A3	expr
EC general capillary	0.0154808701756468	0.0155004800805552	306.766314897029	-0.0150198464080549	0.0459815867593485	COL5A3	expr
EC venous pulmonary	0.00616278980168737	0.0163512185524013	399.042990490651	-0.0259825065358149	0.0383080861391896	COL5A3	expr
EC venous systemic	0.0123784166638197	0.0170525056673125	461.857924727865	-0.02113169427379	0.0458885276014293	COL5A3	expr
Interstitial macrophages	0.00239669641236827	0.0129865839447778	188.387390236578	-0.0232211119698165	0.0280145047945531	COL5A3	expr
Lymphatic EC	0.00504919614896403	0.015257739178846	314.847226473439	-0.0249708209050066	0.0350692132029346	COL5A3	expr
Mast cells	0.00934470440003053	0.0146809367284145	285.966244370217	-0.0195516988375359	0.038241107637597	COL5A3	expr
Myofibroblasts	0.106719078845326	0.0258927384116668	1358.30256181963	0.0559249828719721	0.157513174818681	COL5A3	expr
